Employee_ID,Age,Gender,Department,Job_Role,Education_Level,Marital_Status,Years_at_Company,Monthly_Salary,Overtime,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Promotion_Last_3_Years,Remote_Work,Attrition
104198,22,Male,Operations,Logistics Coordinator,Bachelor's,Single,14,56591.66,No,Excellent,High,Meets Expectations,59,No,Hybrid,No
104199,21,Male,Finance,Accountant,Master's,Married,15,78875.05,Yes,Fair,Very High,Meets Expectations,35,No,No,No
104200,36,Female,IT,Software Engineer,Bachelor's,Married,6,54675.18,No,Excellent,Low,Outstanding,58,No,Yes,No
104201,34,Female,Sales,Sales Manager,Bachelor's,Single,9,51166.52,No,Good,Low,Meets Expectations,23,No,Hybrid,Yes
104202,25,Male,Operations,Supply Chain Analyst,Bachelor's,Single,6,47199.38,No,Excellent,Low,Meets Expectations,59,No,Hybrid,No
104203,26,Male,Sales,Account Executive,Master's,Single,7,48906.82,No,Fair,Medium,Outstanding,9,No,No,No
104204,26,Male,IT,DevOps Engineer,Master's,Single,6,90707.92,No,Good,High,Meets Expectations,45,Yes,Hybrid,No
104205,33,Female,Sales,Sales Executive,Bachelor's,Divorced,2,46278.44,No,Good,Medium,Meets Expectations,3,No,No,Yes
104206,28,Male,Operations,Supply Chain Analyst,Master's,Single,2,47965.25,Yes,Fair,Medium,Meets Expectations,52,Yes,Hybrid,No
104207,36,Female,IT,DevOps Engineer,Bachelor's,Married,3,54821.92,No,Fair,Medium,Meets Expectations,50,No,Yes,No
104208,21,Male,Sales,Sales Manager,Bachelor's,Married,7,60958.32,Yes,Poor,Very High,Meets Expectations,5,Yes,Hybrid,Yes
104209,27,Female,Finance,Financial Analyst,Bachelor's,Single,8,64568.36,No,Good,Very High,Meets Expectations,8,No,Hybrid,No
104210,25,Female,Finance,Auditor,Bachelor's,Married,7,55070.11,No,Good,Medium,Meets Expectations,43,No,Hybrid,No
104211,31,Female,Finance,Financial Analyst,Master's,Single,11,81095.23,No,Excellent,Medium,Exceeds Expectations,13,No,Hybrid,No
104212,29,Female,Finance,Accountant,Master's,Single,7,70420.64,Yes,Poor,Very High,Meets Expectations,58,Yes,Yes,No
104213,38,Female,IT,DevOps Engineer,Bachelor's,Divorced,1,43437.01,No,Good,High,Outstanding,59,No,Yes,No
104214,21,Male,IT,System Administrator,Bachelor's,Single,17,108821.48,No,Good,Medium,Meets Expectations,27,Yes,Hybrid,No
104215,33,Male,Finance,Auditor,Bachelor's,Single,3,40713.07,No,Good,Very High,Meets Expectations,52,No,Hybrid,No
104216,36,Female,IT,Data Analyst,Bachelor's,Married,5,71332.49,No,Good,Medium,Meets Expectations,17,No,Yes,No
104217,45,Female,Finance,Accountant,Master's,Married,11,85039.15,No,Excellent,Very High,Exceeds Expectations,30,No,Hybrid,No
104218,29,Female,Finance,Financial Analyst,Master's,Married,5,54389.43,No,Fair,High,Meets Expectations,34,No,Hybrid,No
104219,35,Male,IT,Software Engineer,Bachelor's,Married,8,67438.69,No,Good,High,Meets Expectations,34,No,Hybrid,No
104220,21,Female,Sales,Sales Executive,Bachelor's,Single,13,77401.47,No,Excellent,High,Exceeds Expectations,35,No,No,No
104221,21,Female,Sales,Sales Manager,Master's,Married,10,69176.33,No,Good,Low,Meets Expectations,18,Yes,Hybrid,No
104222,38,Female,IT,Software Engineer,Bachelor's,Married,6,58560.75,Yes,Fair,High,Meets Expectations,32,No,Hybrid,Yes
104223,32,Male,Sales,Sales Manager,PhD,Single,2,42552.39,Yes,Fair,Medium,Meets Expectations,30,Yes,Hybrid,Yes
104224,41,Female,HR,Recruiter,Bachelor's,Single,5,40810.05,No,Good,High,Meets Expectations,24,No,Yes,No
104225,23,Female,Sales,Sales Executive,Bachelor's,Single,5,51486.93,Yes,Fair,Medium,Meets Expectations,46,No,Yes,Yes
104226,36,Male,Finance,Accountant,Bachelor's,Single,11,79938.53,Yes,Poor,Low,Exceeds Expectations,59,No,Hybrid,Yes
104227,46,Male,IT,QA Engineer,Bachelor's,Single,6,71272.48,No,Good,High,Meets Expectations,58,No,Yes,No
104228,35,Male,IT,Data Analyst,Bachelor's,Married,7,72964.55,No,Excellent,Very High,Meets Expectations,46,No,No,No
104229,34,Female,IT,DevOps Engineer,Bachelor's,Divorced,0,66092.42,No,Good,Low,Meets Expectations,45,No,Yes,Yes
104230,33,Female,Operations,Operations Executive,Master's,Married,10,68329.43,No,Good,Low,Exceeds Expectations,6,No,No,Yes
104231,22,Male,Sales,Account Executive,Bachelor's,Married,10,65747.71,No,Good,Medium,Exceeds Expectations,3,No,Hybrid,No
104232,42,Male,IT,Software Engineer,Bachelor's,Single,3,64498.48,Yes,Poor,Low,Meets Expectations,56,No,Hybrid,Yes
104233,28,Female,Finance,Auditor,Master's,Single,8,68171.89,No,Excellent,High,Meets Expectations,42,No,Yes,No
104234,36,Female,IT,Software Engineer,Master's,Divorced,3,69197.47,Yes,Fair,High,Meets Expectations,1,No,Hybrid,No
104235,22,Female,IT,QA Engineer,Bachelor's,Married,7,69549.27,No,Good,Low,Exceeds Expectations,59,No,Yes,No
104236,24,Female,Sales,Account Executive,Master's,Single,9,75423.97,Yes,Poor,Low,Meets Expectations,24,No,Hybrid,Yes
104237,43,Male,IT,System Administrator,PhD,Married,7,92678.02,No,Good,High,Meets Expectations,24,Yes,Hybrid,No
104238,30,Male,Sales,Sales Manager,Bachelor's,Single,12,75703.61,No,Excellent,Medium,Meets Expectations,33,No,Hybrid,No
104239,43,Female,IT,Software Engineer,Bachelor's,Single,6,70073.19,Yes,Good,Low,Meets Expectations,38,Yes,Yes,No
104240,32,Female,Sales,Sales Manager,Bachelor's,Married,3,46508.75,Yes,Poor,Low,Meets Expectations,51,Yes,Hybrid,Yes
104241,21,Male,Operations,Logistics Coordinator,Bachelor's,Married,6,44219.72,No,Good,High,Meets Expectations,46,No,Hybrid,No
104242,39,Female,HR,HR Executive,Bachelor's,Single,3,43282.93,No,Good,Very High,Outstanding,36,No,Hybrid,No
104243,28,Male,Operations,Logistics Coordinator,Bachelor's,Single,6,37602.22,No,Good,Very High,Meets Expectations,52,No,Yes,No
104244,37,Male,Operations,Supply Chain Analyst,Master's,Single,0,33963.76,No,Fair,Low,Exceeds Expectations,24,No,No,Yes
104245,33,Male,Sales,Sales Executive,Bachelor's,Married,4,41867.27,No,Excellent,Medium,Meets Expectations,60,No,No,No
104246,22,Female,Finance,Accountant,Bachelor's,Single,6,48494.84,No,Excellent,Very High,Meets Expectations,21,Yes,Yes,No
104247,34,Female,Sales,Sales Executive,Master's,Divorced,4,56681.7,Yes,Poor,High,Meets Expectations,48,No,Yes,Yes
104248,48,Female,Operations,Supply Chain Analyst,Bachelor's,Married,5,49679.8,No,Good,Medium,Exceeds Expectations,36,No,Yes,No
104249,36,Female,Sales,Sales Executive,Bachelor's,Single,3,37544.43,No,Good,High,Exceeds Expectations,0,No,Hybrid,No
104250,32,Female,IT,Data Analyst,Bachelor's,Married,6,60237,No,Good,Medium,Meets Expectations,31,No,Hybrid,No
104251,40,Male,Operations,Supply Chain Analyst,Bachelor's,Single,5,44850.43,Yes,Good,Very High,Meets Expectations,47,No,Hybrid,No
104252,34,Male,Operations,Logistics Coordinator,PhD,Single,3,51000.08,Yes,Fair,Very High,Meets Expectations,14,No,No,No
104253,34,Male,Operations,Logistics Coordinator,Bachelor's,Single,2,42187.22,Yes,Poor,Very High,Outstanding,47,No,Hybrid,Yes
104254,25,Female,IT,System Administrator,Master's,Divorced,3,51563.46,No,Good,Medium,Meets Expectations,13,No,Hybrid,No
104255,34,Male,IT,QA Engineer,Bachelor's,Single,4,73055.06,Yes,Poor,High,Meets Expectations,6,No,Hybrid,Yes
104256,40,Male,IT,QA Engineer,Master's,Married,1,73261.15,No,Fair,High,Meets Expectations,2,No,Hybrid,No
104257,27,Female,Sales,Sales Manager,Bachelor's,Single,8,64912.95,No,Excellent,Medium,Meets Expectations,1,No,Hybrid,No
104258,42,Male,IT,Data Analyst,Bachelor's,Single,13,105894.88,No,Fair,High,Meets Expectations,54,No,No,No
104259,32,Female,Sales,Sales Executive,PhD,Married,12,82360.48,No,Excellent,High,Meets Expectations,56,Yes,No,No
104260,26,Female,IT,Software Engineer,Bachelor's,Married,4,59852.09,No,Good,Low,Outstanding,52,No,Yes,No
104261,39,Female,IT,DevOps Engineer,Bachelor's,Single,10,66842.26,Yes,Fair,Medium,Exceeds Expectations,35,No,Hybrid,No
104262,30,Male,Finance,Auditor,Bachelor's,Single,7,63755.46,No,Good,Very High,Meets Expectations,28,No,Hybrid,No
104263,38,Male,Operations,Logistics Coordinator,Bachelor's,Single,3,50635.21,No,Excellent,Medium,Meets Expectations,9,No,No,No
104264,30,Female,IT,DevOps Engineer,Master's,Single,1,62515.17,No,Good,Medium,Meets Expectations,12,No,Hybrid,No
104265,32,Female,Sales,Sales Executive,Master's,Married,3,46200.89,No,Good,Medium,Meets Expectations,52,Yes,Yes,No
104266,36,Female,IT,Software Engineer,Bachelor's,Single,4,80486.45,No,Good,High,Needs Improvement,38,No,Yes,No
104267,35,Female,IT,QA Engineer,Master's,Married,6,89550.55,Yes,Fair,High,Meets Expectations,51,No,Hybrid,No
104268,21,Female,Finance,Accountant,Bachelor's,Married,6,58961.36,No,Good,High,Meets Expectations,56,No,Hybrid,No
104269,25,Female,Finance,Financial Analyst,Bachelor's,Single,2,36987.76,No,Good,Medium,Meets Expectations,37,No,No,No
104270,39,Female,Operations,Operations Executive,Bachelor's,Single,6,52998.96,No,Excellent,High,Needs Improvement,18,No,Hybrid,No
104271,32,Male,Sales,Sales Manager,Bachelor's,Single,5,49963.2,Yes,Poor,High,Meets Expectations,43,Yes,No,Yes
104272,29,Female,Operations,Logistics Coordinator,Bachelor's,Single,5,45357.97,No,Good,High,Meets Expectations,17,No,Hybrid,No
104273,23,Male,IT,System Administrator,Bachelor's,Married,5,58817.94,No,Good,High,Meets Expectations,3,No,Hybrid,No
104274,25,Female,IT,DevOps Engineer,PhD,Single,8,100881.87,No,Fair,Medium,Needs Improvement,46,No,No,No
104275,21,Female,IT,Data Analyst,Bachelor's,Married,12,78145.36,No,Good,Very High,Meets Expectations,29,No,Hybrid,No
104276,32,Female,Operations,Operations Executive,Bachelor's,Single,8,59639.09,No,Good,Medium,Meets Expectations,8,No,No,No
104277,28,Female,IT,Software Engineer,Bachelor's,Single,18,110627.29,No,Good,Medium,Exceeds Expectations,49,No,Hybrid,No
104278,26,Female,IT,Data Analyst,Bachelor's,Single,7,64387.16,No,Fair,High,Meets Expectations,34,No,No,No
104279,32,Male,Finance,Accountant,Bachelor's,Married,6,63812.05,Yes,Fair,Very High,Meets Expectations,50,Yes,Yes,No
104280,35,Male,IT,QA Engineer,Bachelor's,Single,4,53430.81,Yes,Excellent,Medium,Meets Expectations,52,No,Hybrid,No
104281,47,Female,IT,Software Engineer,Bachelor's,Married,12,105631.32,No,Excellent,Medium,Meets Expectations,36,No,Yes,No
104282,22,Female,IT,DevOps Engineer,Bachelor's,Single,3,53411.65,Yes,Poor,Low,Exceeds Expectations,9,No,Hybrid,Yes
104283,41,Male,IT,Software Engineer,Master's,Single,11,85249.09,No,Fair,Medium,Meets Expectations,42,No,No,No
104284,39,Female,Finance,Financial Analyst,PhD,Single,3,68106.81,No,Excellent,Very High,Meets Expectations,38,No,Yes,No
104285,27,Male,Sales,Sales Manager,Bachelor's,Single,6,59202.94,Yes,Good,Very High,Meets Expectations,0,No,Hybrid,Yes
104286,34,Male,IT,DevOps Engineer,Bachelor's,Married,7,88162.12,Yes,Poor,High,Meets Expectations,1,No,No,Yes
104287,29,Male,IT,DevOps Engineer,Bachelor's,Single,3,75504.72,No,Fair,Medium,Meets Expectations,36,No,Hybrid,No
104288,34,Female,Operations,Logistics Coordinator,Master's,Single,6,43226.4,No,Good,Medium,Meets Expectations,4,No,Hybrid,No
104289,43,Female,Sales,Sales Manager,Bachelor's,Married,7,50797.46,No,Fair,Low,Outstanding,31,No,Hybrid,No
104290,37,Female,Finance,Accountant,Bachelor's,Single,2,40451.66,No,Fair,High,Meets Expectations,44,No,Hybrid,No
104291,36,Male,Sales,Account Executive,Bachelor's,Single,3,40603.84,No,Poor,Very High,Needs Improvement,30,Yes,Hybrid,No
104292,29,Male,IT,System Administrator,Master's,Married,16,114220.89,No,Good,High,Meets Expectations,38,Yes,No,No
104293,22,Male,Marketing,Digital Marketing Analyst,Bachelor's,Single,8,53068.74,No,Excellent,Medium,Meets Expectations,27,No,Hybrid,No
104294,31,Male,Sales,Sales Executive,Bachelor's,Divorced,8,47953.71,Yes,Good,High,Outstanding,6,No,Yes,Yes
104295,41,Male,IT,QA Engineer,Bachelor's,Single,3,74659.54,No,Excellent,High,Exceeds Expectations,50,No,Yes,No
104296,22,Male,Sales,Sales Manager,Bachelor's,Single,6,42419.59,No,Excellent,High,Meets Expectations,51,No,Hybrid,No
104297,25,Male,IT,QA Engineer,Master's,Divorced,5,84531.85,No,Good,Low,Meets Expectations,1,No,Yes,No
104298,33,Male,IT,Data Analyst,Master's,Married,2,50596.69,No,Good,High,Exceeds Expectations,43,No,Hybrid,No
104299,26,Female,HR,Recruiter,Master's,Single,20,64269.81,No,Good,High,Meets Expectations,10,No,Yes,No
104300,27,Female,HR,HR Executive,Bachelor's,Single,7,45793.34,No,Fair,Very High,Meets Expectations,47,No,Hybrid,No
104301,30,Male,IT,QA Engineer,Bachelor's,Single,6,69866.24,No,Good,Low,Meets Expectations,49,No,Yes,No
104302,23,Female,Sales,Sales Manager,Bachelor's,Single,7,45806.62,No,Good,Medium,Meets Expectations,18,No,Hybrid,No
104303,26,Female,Operations,Supply Chain Analyst,Bachelor's,Married,2,41153.25,No,Excellent,Very High,Meets Expectations,26,No,Hybrid,No
104304,37,Male,IT,QA Engineer,Master's,Single,20,108584.17,No,Fair,Medium,Needs Improvement,47,No,Yes,No
104305,23,Male,Sales,Sales Executive,Bachelor's,Single,4,44168.75,No,Good,Very High,Meets Expectations,22,No,Hybrid,No
104306,21,Male,Finance,Financial Analyst,Bachelor's,Single,4,39902.32,Yes,Poor,Low,Meets Expectations,30,No,Hybrid,Yes
104307,28,Female,Finance,Auditor,PhD,Single,7,69246.46,No,Good,Low,Outstanding,5,No,Hybrid,No
104308,38,Male,Finance,Accountant,PhD,Single,3,72477.77,No,Fair,High,Meets Expectations,48,No,No,No
104309,31,Female,Finance,Accountant,Bachelor's,Single,5,61482.58,Yes,Poor,Very High,Meets Expectations,8,Yes,Hybrid,No
104310,29,Male,Marketing,SEO Specialist,Bachelor's,Married,6,48416.95,No,Good,Low,Meets Expectations,32,Yes,Yes,No
104311,33,Female,IT,Software Engineer,Bachelor's,Single,6,75613.74,No,Excellent,High,Needs Improvement,22,No,Hybrid,No
104312,21,Male,Operations,Operations Executive,Master's,Single,4,49077.47,No,Good,Medium,Exceeds Expectations,28,No,No,No
104313,36,Male,IT,QA Engineer,Bachelor's,Divorced,3,66148.29,Yes,Poor,High,Meets Expectations,39,No,Hybrid,Yes
104314,35,Female,IT,System Administrator,PhD,Married,8,99442.7,No,Good,High,Meets Expectations,29,No,Hybrid,No
104315,30,Male,IT,DevOps Engineer,Bachelor's,Single,11,103008.67,No,Poor,Medium,Meets Expectations,5,No,Yes,No
104316,40,Male,Finance,Auditor,Bachelor's,Divorced,3,44040.34,No,Good,High,Needs Improvement,59,No,Yes,No
104317,25,Female,IT,Data Analyst,Bachelor's,Married,10,79757.15,Yes,Poor,High,Meets Expectations,16,No,Hybrid,Yes
104318,40,Female,Operations,Logistics Coordinator,Bachelor's,Single,3,36328.78,No,Excellent,Medium,Meets Expectations,1,Yes,Hybrid,No
104319,34,Female,Finance,Accountant,Master's,Married,7,69283.64,No,Good,Medium,Exceeds Expectations,38,No,Hybrid,No
104320,30,Female,IT,DevOps Engineer,Bachelor's,Single,6,64781.25,Yes,Fair,Medium,Outstanding,13,No,No,Yes
104321,32,Male,Finance,Auditor,Bachelor's,Single,8,62291.75,No,Excellent,Low,Meets Expectations,15,No,No,No
104322,32,Male,Operations,Supply Chain Analyst,Bachelor's,Single,2,34735.41,No,Excellent,Very High,Meets Expectations,36,Yes,Hybrid,No
104323,41,Female,Finance,Auditor,Master's,Single,6,67265.77,No,Fair,Low,Exceeds Expectations,40,No,Yes,No
104324,25,Female,IT,DevOps Engineer,Bachelor's,Single,4,56424.79,Yes,Fair,Low,Meets Expectations,23,No,Hybrid,Yes
104325,27,Female,Operations,Logistics Coordinator,Master's,Married,9,57219.23,No,Excellent,High,Meets Expectations,3,No,Yes,No
104326,40,Female,Finance,Accountant,Bachelor's,Single,7,56054.09,Yes,Good,Low,Needs Improvement,52,No,Hybrid,Yes
104327,28,Female,Sales,Sales Manager,Bachelor's,Divorced,6,57838.19,No,Excellent,Very High,Meets Expectations,28,No,No,No
104328,39,Female,IT,QA Engineer,Bachelor's,Married,3,61598.92,No,Fair,Very High,Meets Expectations,45,Yes,Hybrid,No
104329,44,Female,Sales,Sales Executive,Bachelor's,Married,7,58747.62,No,Good,Medium,Meets Expectations,25,No,Hybrid,No
104330,30,Male,Operations,Supply Chain Analyst,Bachelor's,Single,3,32984.16,Yes,Fair,High,Needs Improvement,18,No,Hybrid,Yes
104331,37,Male,IT,Software Engineer,PhD,Married,2,81079.76,No,Fair,Very High,Outstanding,17,No,Hybrid,No
104332,24,Female,IT,System Administrator,Bachelor's,Single,3,50528.53,Yes,Poor,Medium,Exceeds Expectations,27,Yes,Hybrid,Yes
104333,38,Male,Operations,Logistics Coordinator,Bachelor's,Married,4,32646.85,No,Excellent,Medium,Outstanding,27,No,Hybrid,No
104334,34,Male,IT,System Administrator,Bachelor's,Single,4,78131.17,No,Fair,Very High,Outstanding,30,No,Hybrid,No
104335,36,Male,HR,HR Manager,Bachelor's,Married,5,43646.19,No,Excellent,Medium,Meets Expectations,11,No,Yes,No
104336,28,Female,IT,System Administrator,Master's,Single,5,74381.37,No,Good,Very High,Meets Expectations,20,No,Hybrid,No
104337,21,Male,Sales,Sales Executive,Master's,Married,6,50481.72,No,Good,High,Exceeds Expectations,31,No,Hybrid,No
104338,36,Male,IT,Software Engineer,Bachelor's,Married,5,76611.81,No,Good,High,Outstanding,3,No,Yes,No
104339,21,Female,HR,Recruiter,Bachelor's,Married,3,43366.42,Yes,Good,High,Meets Expectations,22,No,Hybrid,No
104340,30,Female,Finance,Accountant,Bachelor's,Single,8,51796.73,No,Good,High,Meets Expectations,57,No,Yes,No
104341,39,Male,HR,HR Executive,Bachelor's,Single,3,47052.98,No,Good,Very High,Meets Expectations,12,Yes,Hybrid,No
104342,34,Male,Finance,Accountant,Bachelor's,Single,6,53689.07,No,Excellent,Very High,Meets Expectations,57,No,Yes,No
104343,46,Male,IT,Data Analyst,Master's,Single,9,93243.5,No,Fair,Medium,Meets Expectations,16,No,Yes,No
104344,40,Male,IT,Data Analyst,Bachelor's,Single,4,75688.34,No,Fair,Very High,Meets Expectations,30,No,Hybrid,No
104345,28,Male,Sales,Sales Executive,Bachelor's,Single,2,37179.22,No,Excellent,Very High,Outstanding,21,No,Hybrid,No
104346,33,Female,Finance,Financial Analyst,Bachelor's,Married,2,37778.67,No,Excellent,High,Needs Improvement,8,No,Yes,No
104347,32,Female,HR,HR Executive,Bachelor's,Single,3,34763.61,Yes,Poor,Medium,Meets Expectations,5,No,No,Yes
104348,21,Male,Sales,Account Executive,Bachelor's,Divorced,2,39973.93,No,Good,Medium,Outstanding,8,Yes,No,No
104349,26,Female,Finance,Financial Analyst,Bachelor's,Single,10,62288.84,Yes,Fair,High,Meets Expectations,1,No,Hybrid,Yes
104350,29,Female,Marketing,Marketing Executive,Master's,Married,4,55994.77,No,Excellent,High,Meets Expectations,58,No,Hybrid,No
104351,21,Male,IT,Data Analyst,Bachelor's,Single,15,97323.21,No,Good,High,Meets Expectations,7,No,Hybrid,No
104352,33,Male,Operations,Logistics Coordinator,Bachelor's,Divorced,5,48756.52,Yes,Fair,Medium,Exceeds Expectations,47,No,Hybrid,No
104353,31,Female,Sales,Sales Manager,Master's,Single,1,57967.95,Yes,Poor,High,Meets Expectations,41,Yes,Hybrid,Yes
104354,21,Female,Finance,Financial Analyst,Master's,Single,5,53121.41,Yes,Fair,High,Meets Expectations,8,No,Yes,Yes
104355,35,Female,IT,Software Engineer,Bachelor's,Single,4,70490.32,No,Good,Medium,Meets Expectations,34,No,Hybrid,No
104356,38,Female,IT,Software Engineer,Bachelor's,Single,8,70746.79,No,Good,Medium,Meets Expectations,37,No,Yes,No
104357,34,Male,IT,DevOps Engineer,Master's,Single,4,60830.92,No,Good,High,Exceeds Expectations,20,No,Yes,No
104358,30,Female,Marketing,SEO Specialist,Bachelor's,Married,4,43507.89,No,Good,Very High,Meets Expectations,37,No,No,No
104359,37,Male,Operations,Supply Chain Analyst,Bachelor's,Single,7,41717.57,Yes,Excellent,Medium,Meets Expectations,11,No,Yes,No
104360,37,Male,IT,System Administrator,Bachelor's,Married,3,49692.63,No,Good,Medium,Meets Expectations,42,No,Yes,No
104361,35,Male,Marketing,Digital Marketing Analyst,PhD,Married,4,58101,Yes,Good,Low,Meets Expectations,45,No,Hybrid,Yes
104362,27,Female,Finance,Financial Analyst,Bachelor's,Divorced,8,58037,Yes,Poor,High,Meets Expectations,40,No,Hybrid,Yes
104363,34,Female,Operations,Logistics Coordinator,Bachelor's,Single,2,39622.75,No,Fair,High,Meets Expectations,45,No,Hybrid,No
104364,41,Female,IT,DevOps Engineer,Bachelor's,Single,4,63655.54,No,Good,Medium,Meets Expectations,2,No,Yes,No
104365,28,Female,Sales,Sales Executive,Master's,Single,0,47606.29,Yes,Good,High,Meets Expectations,23,Yes,Hybrid,Yes
104366,47,Male,Finance,Auditor,Bachelor's,Single,12,70100.2,Yes,Poor,Very High,Needs Improvement,47,No,No,Yes
104367,29,Female,IT,System Administrator,Master's,Single,5,82340.15,No,Good,High,Meets Expectations,27,No,Hybrid,No
104368,33,Male,Sales,Account Executive,Bachelor's,Single,3,40230.27,No,Excellent,High,Exceeds Expectations,60,No,Yes,No
104369,28,Female,Sales,Account Executive,Bachelor's,Single,8,52003.26,No,Excellent,Low,Meets Expectations,54,No,No,No
104370,34,Female,IT,DevOps Engineer,Master's,Married,6,92578.07,No,Good,Very High,Exceeds Expectations,41,No,Hybrid,No
104371,21,Male,IT,Software Engineer,Bachelor's,Single,2,69965.18,No,Fair,Medium,Meets Expectations,42,No,Yes,No
104372,29,Female,Marketing,Digital Marketing Analyst,Master's,Single,9,57064.04,No,Excellent,High,Exceeds Expectations,8,No,Hybrid,No
104373,25,Female,IT,Data Analyst,Master's,Single,7,73975.4,No,Good,High,Meets Expectations,3,No,No,No
104374,33,Female,IT,Data Analyst,Master's,Single,8,91548.55,No,Excellent,Medium,Meets Expectations,26,No,Hybrid,No
104375,39,Female,Sales,Account Executive,Master's,Married,4,62109.5,Yes,Poor,High,Meets Expectations,2,No,Hybrid,Yes
104376,37,Male,Finance,Auditor,Master's,Married,7,60758.11,Yes,Poor,Very High,Meets Expectations,10,No,Hybrid,Yes
104377,21,Female,Finance,Auditor,Bachelor's,Divorced,14,71960.22,No,Good,Medium,Meets Expectations,8,No,Yes,No
104378,47,Female,Operations,Operations Executive,Bachelor's,Married,12,59272.78,No,Fair,Medium,Exceeds Expectations,50,No,Hybrid,No
104379,35,Female,IT,Software Engineer,Bachelor's,Single,7,82823.43,No,Excellent,Medium,Outstanding,46,Yes,Hybrid,No
104380,27,Male,Sales,Account Executive,Bachelor's,Single,2,32556.67,No,Fair,High,Meets Expectations,29,No,Hybrid,Yes
104381,34,Female,Operations,Operations Executive,Master's,Divorced,7,62050.2,Yes,Good,High,Meets Expectations,34,Yes,Yes,No
104382,34,Female,HR,Recruiter,Bachelor's,Married,10,43455.64,No,Good,Very High,Meets Expectations,60,No,Yes,No
104383,28,Female,Finance,Auditor,Bachelor's,Married,9,62681.09,No,Excellent,Medium,Meets Expectations,32,No,Hybrid,No
104384,34,Female,IT,QA Engineer,Master's,Married,6,82623.68,No,Good,Medium,Needs Improvement,14,No,Yes,No
104385,28,Female,Sales,Sales Manager,Master's,Single,7,51712.79,No,Good,Medium,Meets Expectations,29,No,Yes,No
104386,30,Female,IT,QA Engineer,Master's,Married,2,63839.88,No,Excellent,Medium,Exceeds Expectations,10,No,Hybrid,No
104387,28,Female,Finance,Financial Analyst,Master's,Single,6,57247.46,Yes,Poor,Medium,Meets Expectations,51,No,Hybrid,Yes
104388,22,Female,IT,DevOps Engineer,Bachelor's,Single,1,66349.93,No,Excellent,Low,Meets Expectations,38,No,Hybrid,Yes
104389,34,Female,IT,System Administrator,Master's,Single,9,76520.23,Yes,Fair,Low,Outstanding,55,Yes,Yes,No
104390,37,Male,Sales,Account Executive,Bachelor's,Single,8,61823.77,No,Fair,Medium,Meets Expectations,30,No,Hybrid,No
104391,36,Male,Sales,Sales Manager,PhD,Single,8,61673.09,Yes,Poor,Medium,Exceeds Expectations,1,Yes,No,Yes
104392,38,Female,Sales,Sales Executive,Bachelor's,Single,6,61644.68,Yes,Fair,Very High,Exceeds Expectations,57,No,Hybrid,No
104393,35,Female,Sales,Sales Executive,Master's,Single,11,57599.76,No,Fair,Medium,Meets Expectations,6,No,No,No
104394,29,Male,Finance,Financial Analyst,Bachelor's,Single,5,53586.39,No,Fair,Low,Meets Expectations,60,No,No,Yes
104395,38,Male,Sales,Sales Manager,Bachelor's,Single,4,46197.8,No,Good,Medium,Outstanding,56,No,Hybrid,No
104396,23,Female,Sales,Sales Executive,Master's,Married,8,64185.76,No,Poor,Medium,Outstanding,35,No,Hybrid,Yes
104397,26,Male,IT,System Administrator,Master's,Married,2,73573.38,Yes,Fair,Very High,Meets Expectations,8,No,Yes,Yes
104398,26,Female,Sales,Account Executive,Master's,Single,6,65701.85,No,Good,Medium,Meets Expectations,25,No,Hybrid,No
104399,40,Female,Finance,Auditor,Bachelor's,Married,4,56317.99,No,Excellent,Very High,Exceeds Expectations,51,No,Hybrid,No
104400,39,Male,Sales,Account Executive,Bachelor's,Single,6,51990.53,Yes,Good,Low,Meets Expectations,9,No,Hybrid,Yes
104401,36,Male,Finance,Financial Analyst,Bachelor's,Single,7,54241,Yes,Poor,Very High,Meets Expectations,30,No,Hybrid,Yes
104402,40,Male,Sales,Sales Executive,Bachelor's,Single,4,38621.58,No,Good,Medium,Exceeds Expectations,41,No,Yes,Yes
104403,26,Female,Operations,Supply Chain Analyst,Bachelor's,Single,17,56412.8,No,Good,Very High,Outstanding,14,Yes,Hybrid,No
104404,35,Female,Sales,Sales Manager,Master's,Married,7,66052.79,No,Good,High,Outstanding,16,No,No,No
104405,32,Male,Sales,Account Executive,Bachelor's,Single,5,62138.13,Yes,Fair,Medium,Meets Expectations,26,No,Hybrid,Yes
104406,38,Female,Finance,Accountant,Master's,Single,13,82653.44,No,Good,Medium,Meets Expectations,53,No,Yes,No
104407,32,Female,IT,Software Engineer,Bachelor's,Single,6,86289.63,No,Good,High,Meets Expectations,60,No,Hybrid,No
104408,30,Female,Sales,Account Executive,Bachelor's,Married,3,57893.09,No,Excellent,Medium,Outstanding,35,No,Hybrid,No
104409,36,Female,Finance,Financial Analyst,Bachelor's,Single,6,65537.23,No,Poor,High,Meets Expectations,13,No,Hybrid,No
104410,39,Female,IT,QA Engineer,Master's,Divorced,2,61534.6,No,Poor,High,Meets Expectations,52,No,Hybrid,Yes
104411,28,Male,Sales,Sales Manager,Master's,Divorced,3,63133.5,Yes,Fair,Medium,Meets Expectations,27,No,Hybrid,No
104412,32,Male,Sales,Sales Executive,Bachelor's,Married,4,54170.4,No,Good,High,Meets Expectations,7,No,Yes,No
